Domain,Competitor Relevance,Common Keywords,Organic Keywords,Organic Traffic,Organic Cost,Adwords Keywords
cpr.org,0.000024434701,1,232444,150196,150726.00,0
uttv.dd-dns.de,0.000024429613,1,26,0,0.00,0
stephacub.wordpress.com,0.000024428764,1,15,3,0.00,0
e2f.com,0.000024428638,1,3302,3229,149.00,0
nriol.com,0.000024427649,1,60803,54846,26267.00,0
keeperofthehome.org,0.00002442679,1,36182,17640,14977.00,0
typographydeconstructed.com,0.00002442599,1,1631,7189,2104.00,0
qi.com,0.000024424917,1,2852,7550,5857.00,0
allthingslinguistic.com,0.000024424526,1,3669,2437,328.00,0
hurleywrite.com,0.00002442322,1,2860,1610,2004.00,23
jrvillanz25.tripod.com,0.000024423005,1,14,27,49.00,0
readersareleaders2014.wordpress.com,0.000024420775,1,129,7,0.00,0
acoe.org,0.000024420135,1,4387,2670,8306.00,0
rockpaintingguide.com,0.000024420002,1,3158,2782,678.00,0
integrallife.com,0.000024420002,1,3122,3585,2968.00,0
piccadillyinc.com,0.000024419696,1,2123,4610,1666.00,0
themouthpiece.com,0.000024418954,1,2987,700,19.00,0
studentswithlearningdifficulties.blogspot.com,0.00002441752,1,57,2,0.00,0
jdsmithms.org,0.000024417084,1,2230,3196,3173.00,0
neliosoftware.com,0.000024415194,1,5391,974,990.00,0
smutnights.co.uk,0.00002441473,1,5194,1005,78.00,0
geekswithjuniors.com,0.000024412704,1,20185,18715,25517.00,0
coffeecountyschools.com,0.000024411805,1,2920,9000,15407.00,0
luvinadia.blogspot.com,0.000024411502,1,14,1,0.00,0
kwentongnanay.wordpress.com,0.000024409424,1,52,13,0.00,0
meaningfulhq.com,0.000024407955,1,7061,10671,8585.00,0
navidmoazzez.com,0.000024406256,1,3804,3194,7013.00,0
inspirationalstories.com,0.000024404455,1,10467,7601,925.00,0
osaa.org,0.000024399527,1,48169,133573,37619.00,0
llerrah.com,0.00002439651,1,1570,5581,1372.00,0
sspl.org,0.000024396362,1,3819,9190,3006.00,0
georgetown.edu,0.00002439608,3,619420,1060712,2452343.00,1122
blakefuneralhome.com,0.000024394516,1,5897,2425,3025.00,0
flagandbanner.com,0.000024393728,1,28035,87518,116652.00,36
asfa.k12.al.us,0.000024389981,1,12931,9936,19546.00,0
dalneitzel.com,0.00002438388,1,3656,10958,748.00,0
balancingmotherhood.com,0.000024383684,1,7511,3323,1609.00,0
valleytech.k12.ma.us,0.000024382774,1,6322,15350,16506.00,0
abrighterchild.com,0.000024381681,1,4357,821,799.00,0
historicacanada.ca,0.000024381452,1,5083,2790,314.00,0
worldwidelearn.com,0.000024378913,1,40675,89774,767576.00,0
kingarthursknights.com,0.00002437828,1,2062,23308,7226.00,0
aiche.org,0.00002437798,1,95532,87472,163594.00,0
northamptonshire.gov.uk,0.000024377576,1,11738,5734,1206.00,1
wikivisually.com,0.000024376253,6,2244319,495071,66652.00,0
uopeople.edu,0.000024371266,1,58425,96164,808570.00,93
sacribb.wordpress.com,0.000024368792,1,2,2,0.00,0
guidepostmontessori.com,0.000024366092,1,5101,5286,14897.00,18
jeff560.tripod.com,0.000024365221,1,8254,1382,239.00,0
saa.org,0.00002436018,1,6776,19534,20005.00,0
electric-vibes.com,0.00002435968,1,6177,1065,362.00,0
mcul.org,0.000024359473,1,8939,4711,5664.00,0
practicalecommerce.com,0.000024357932,1,115020,80490,349372.00,0
southbendtribune.com,0.000024356663,1,138083,169525,80659.00,0
admissiontable.com,0.000024353822,1,8918,3079,8129.00,0
sqlshack.com,0.000024352516,1,76998,132947,280934.00,0
sunybroome.edu,0.000024351144,1,24271,54096,103095.00,0
starterstudio.org,0.000024349869,1,12038,909,236.00,0
pelkysisters.com,0.000024347659,1,49,2,1.00,0
contemporist.com,0.000024340923,1,52875,42851,39510.00,0
mrsbillingsley.com,0.000024340789,1,30,37,0.00,0
hirschfeldhomes.com,0.000024340447,1,4496,4207,2630.00,1
ashbrook.org,0.00002434014,1,18355,8372,5522.00,0
freespiritpublishingblog.com,0.0000243385,1,5361,1751,377.00,0
sailboatlistings.com,0.000024336441,1,30455,76622,33306.00,0
mylifeandkids.com,0.000024335915,1,11712,3195,1529.00,0
learnnavi.org,0.000024335233,1,3925,3459,585.00,0
wallpaperplay.com,0.00002433434,2,131338,956232,261867.00,0
acfchefs.org,0.000024332765,1,22235,26002,50098.00,0
anohream.blogspot.com,0.000024330862,1,5,18,0.00,0
sfelections.org,0.000024330226,1,4401,9092,19486.00,0
sarahgardnerteaching.com,0.000024326513,1,34,41,21.00,0
2413glossary.wordpress.com,0.000024322782,1,31,30,0.00,0
americanpressinstitute.org,0.000024319696,1,20712,10406,21811.00,0
knowledgeadventure.com,0.00002431742,1,4174,10321,14305.00,0
realenglishconversations.com,0.000024317274,1,5133,2016,1401.00,0
publishyourarticles.net,0.000024313935,1,4704,1286,21.00,0
jackson.k12.ga.us,0.000024312167,1,4832,2786,2954.00,0
pharmacarx.com,0.000024311663,1,4964,8302,13492.00,3
prosci-inc.com,0.000024308458,1,6240,6583,27062.00,16
shopnoun.com,0.000024306551,1,204,144,5.00,0
oit.edu,0.000024305771,1,31610,53384,140373.00,0
lookingglassreview.com,0.000024300116,1,10606,4067,1440.00,0
littlewritermomma.com,0.000024294282,1,37,10,0.00,0
pricecheck.co.za,0.000024289473,1,949449,75757,13910.00,282
uxovapenax.gq,0.000024288589,1,123,0,0.00,0
spunkyenglish.com,0.000024288189,1,20,12,1.00,0
igopaygo.com,0.00002428788,1,3381,6976,15579.00,0
asccc.org,0.000024283676,1,12558,6951,14403.00,0
teachfind.com,0.000024280185,1,3710,1364,813.00,0
codeclubprojects.org,0.000024279843,1,9959,17468,31882.00,0
theinspirationedit.com,0.000024277646,1,7339,1226,774.00,0
agosasar.ml,0.000024272498,1,112,1,0.00,0
loudoun.gov,0.00002426878,1,107215,222646,202502.00,2
fuzexacoweva.tk,0.000024261748,1,54,0,0.00,0
turnupgreens15.wordpress.com,0.000024258756,1,32,20,0.00,0
actorpoint.com,0.00002425773,1,3260,3301,2919.00,0
scienceblog.com,0.00002425712,1,22256,6296,6536.00,0
schreibendepot.wordpress.com,0.000024249606,1,17,57,0.00,0
rcaanc-cirnac.gc.ca,0.000024249124,1,6382,3392,1794.00,0
claritychi.com,0.000024248444,1,5781,8752,12469.00,0
polishpod101.com,0.000024247807,1,5278,11433,3258.00,4
engstyle.blogspot.com,0.000024245037,1,26,1,0.00,0
promega.com,0.000024243574,1,53678,93600,199684.00,549
allmovie.com,0.00002424192,1,126606,50424,11285.00,0
uoguide.com,0.000024241519,1,4589,5378,505.00,0
pbcexpo.com.au,0.000024233952,1,11528,4541,4191.00,0
ocr.org.uk,0.00002423346,1,53334,22267,1712.00,0
visual-paradigm.com,0.00002423271,1,56284,150594,593126.00,151
onlineessays.com,0.000024230048,1,4244,2198,742.00,0
dropthemouse.com,0.000024228684,1,44,17,0.00,0
electrostub.com,0.000024227773,1,18858,19358,15977.00,1
esldiscussions.com,0.000024227274,1,3019,2086,610.00,0
studentshelp-06767.duckdns.org,0.000024226996,1,17,0,0.00,0
yoursun.com,0.000024225434,1,54965,43766,20424.00,0
scripts.com,0.000024223391,1,142434,109624,76806.00,0
cricbuzz.com,0.000024219387,1,119005,2028407,5748056.00,0
crates.io,0.00002421431,1,24444,37906,53613.00,0
i.gov.ph,0.000024214074,1,12036,729,98.00,0
eapteachingresources.com,0.00002420885,1,15,1,0.00,0
popehs.typepad.com,0.000024208783,1,3404,3562,899.00,0
fox8.com,0.000024206049,2,646020,2025033,1666689.00,0
wbrz.com,0.000024204823,1,92780,200339,136503.00,0
neuronup.com,0.00002420181,1,4532,14560,7661.00,0
expertrating.com,0.000024201032,1,22136,21256,155602.00,17
crosswordsclue.com,0.000024197992,1,47260,1866,507.00,0
snappages.com,0.000024197227,1,12294,4626,6081.00,0
nytimescrosswordsolver.com,0.000024195679,1,71798,85715,9899.00,0
scconline.com,0.000024193927,1,9663,2539,754.00,0
practicewithpronouns.com,0.000024190183,1,33,59,0.00,0
thepinningmama.com,0.000024188521,1,83851,70335,53990.00,0
teacheroz.com,0.000024188132,1,7540,8519,1809.00,0
crosswordbig.com,0.000024187173,1,14903,477,116.00,0
victoriacollege.edu,0.000024184943,1,17633,28206,54199.00,0
we.graphics,0.000024179968,1,7256,2394,2030.00,0
creditdonkey.com,0.000024176596,2,412403,561936,1826222.00,0
imayomu.info,0.000024174344,1,3367,2,0.00,0
datbootcamp.com,0.000024172157,1,7945,25110,31557.00,57
authorama.com,0.000024167364,1,9503,6543,1717.00,0
team6cmsms.wordpress.com,0.000024163886,1,37,15,0.00,0
wthr.com,0.000024160376,2,546932,1055229,996021.00,0
theprimarypunchbowl.blogspot.com,0.000024158127,1,77,14,0.00,0
mihanblog.com,0.00002415757,1,145151,26636,2247.00,0
qagoma.qld.gov.au,0.00002415726,1,6946,4160,768.00,0
meetingtomorrow.com,0.000024150779,1,19638,20263,50981.00,213
jamesgmartin.center,0.000024149405,1,15852,6720,18839.00,5
greece-is.com,0.000024144436,1,29184,33597,34652.00,0
lindenwood.edu,0.000024143641,1,41174,138506,240381.00,79
fencing.net,0.000024140103,1,7373,9895,14545.00,0
shopee.ph,0.000024139912,2,862122,268484,39550.00,18
udowuwom.ga,0.000024137571,1,79,0,0.00,0
wolfberg.net,0.000024133007,1,6043,28845,1483.00,0
pacer.org,0.000024126211,1,35967,44482,99937.00,642
alaska.org,0.000024124998,1,117406,443904,627933.00,0
wz.cz,0.000024124116,1,10091,1812,134.00,0
cleverhomeschool.com,0.00002412384,1,25,20,0.00,0
turbofuture.com,0.000024122639,2,318265,495825,441705.00,0
examfear.com,0.000024122173,1,14095,5788,52.00,0
eng4uthornhillfairbloom.wordpress.com,0.000024115725,1,8,5,0.00,0
connectapps.co,0.000024114694,1,874,1,0.00,0
killingthyme.net,0.000024107165,1,28012,49717,20145.00,0
bexleyalumni.org,0.000024103683,1,413205,1909,2110.00,0
thriftydiydiva.com,0.00002410325,1,6361,5576,2657.00,0
henhudschools.org,0.000024100704,1,11765,10816,12629.00,0
ssbarnhill.com,0.000024097093,1,17152,17022,2964.00,0
naset.org,0.000024094745,1,7266,5448,6482.00,0
wcti12.com,0.000024091774,1,102866,95076,49944.00,0
listonic.com,0.000024089739,1,17819,43581,29217.00,0
pmvihmad.ml,0.000024089577,1,23,9,0.00,0
ddsb.ca,0.000024089557,1,12681,10185,380.00,0
apkpure.com,0.000024085239,9,2184513,5229072,3111245.00,0
tikitouringkiwi.com,0.000024084335,1,7785,3459,2886.00,0
zohosites.com,0.000024084056,1,19453,9143,2252.00,5
mindresearch.org,0.000024082858,1,10588,9240,5190.00,0
ronitbaras.com,0.00002408166,1,7443,3394,1174.00,0
sundayschoolkids.com,0.000024074605,1,5899,2199,857.00,0
graywolfpress.org,0.000024074283,1,6151,18301,8014.00,0
indiegogo.com,0.000024066301,4,755259,1127561,644998.00,540
playtivities.com,0.00002406626,1,19715,46571,26484.00,0
hackingwithswift.com,0.000024060286,1,20757,19712,19299.00,0
celebrities-galore.com,0.000024056339,1,62201,67663,14445.00,0
weather.gov,0.000024056333,9,1193958,27229972,14115437.00,0
justlanded.com,0.000024051811,1,119947,89538,59059.00,0
yearbookdiscoveries.com,0.000024049818,1,5795,7008,8145.00,0
studentedge.org,0.000024049272,1,67861,56784,63319.00,0
mfa.org,0.000024047817,1,126587,249397,483069.00,58
royloyolajr.wordpress.com,0.000024040772,1,13,27,0.00,0
mykajabi.com,0.000024031888,1,29815,25764,29772.00,39
planetary.org,0.000024029925,1,111847,145402,90643.00,13
siprep.org,0.000024028024,1,17433,13666,5596.00,0
personalizedbookshop.com,0.000024021881,1,62,0,0.00,0
fernpresir.gq,0.000024019246,1,61,0,0.00,0
babylonbee.com,0.000024013709,1,44320,66635,22305.00,0
word-tiles.com,0.000024009278,1,112,0,0.00,0
scotland.org,0.000024005762,1,30513,61928,49400.00,0
bctf.ca,0.000023994042,1,9934,3054,371.00,0
sports-health.com,0.000023992648,1,51447,52584,73434.00,0
theseamanmom.com,0.000023975395,1,26650,12432,5863.00,0
163.27.159.5,0.000023957758,1,35,8,0.00,0
interviewbit.com,0.000023956844,1,9213,30763,43500.00,0
fairchildgarden.org,0.000023954655,1,21838,49735,51199.00,0
computalaya.com,0.000023953702,1,321081,433,396.00,0
tyrocity.com,0.00002394878,1,5192,2530,599.00,0
popwebdesign.net,0.000023941006,1,7163,5400,11830.00,0
sqa.org.uk,0.000023938905,1,16410,12824,260.00,0
guernicamag.com,0.000023933077,1,46816,23454,16454.00,0
canyons.edu,0.00002392681,1,27044,168871,592054.00,0
truphone.com,0.000023925228,1,9716,7044,7010.00,1
mathworks.com,0.000023924069,4,736970,1593144,1535120.00,1426
readingraphics.com,0.00002391999,1,7324,11671,15376.00,0
avionte.com,0.000023912828,1,11542,16526,55445.00,4
jaspsohal.blogspot.com,0.00002391056,1,5,6,0.00,0
palletsprojects.com,0.00002390931,1,11746,79117,33307.00,0
hotel-lamarina.it,0.000023908768,1,824693,735,947.00,0
schoolingamonkey.com,0.000023907158,1,8843,8014,6737.00,0
gujarat.gov.in,0.00002387287,1,48846,41716,3256.00,0
sou.edu,0.000023872566,1,45860,84714,161525.00,5
highlightskids.com,0.000023871673,1,8122,36850,44527.00,0
grammymuseum.org,0.000023871266,1,22711,32379,13432.00,5
nesl.edu,0.000023867839,1,14064,22673,202566.00,29
catedu.es,0.000023864282,1,13341,3975,36.00,0
abileneisd.org,0.000023855477,1,11619,43868,30792.00,0
arrse.co.uk,0.000023854138,1,50694,11923,1282.00,0
antonym-studio.com,0.000023853147,1,108,10,4.00,0
ringbol.wordpress.com,0.000023852514,1,11,0,0.00,0
leodoulton.com,0.000023842778,1,57,1,0.00,0
localfirstbank.com,0.000023841661,1,24843,90647,270680.00,0
ewtn.com,0.000023839644,1,108468,546503,746078.00,0
federalregister.gov,0.000023838336,2,643414,267981,393216.00,0
evermine.com,0.000023830758,1,42011,42227,57101.00,92
unl.pt,0.000023825058,1,27590,6523,2819.00,1
nationalpost.com,0.000023819935,3,928411,484170,262018.00,0
awesome2g.wordpress.com,0.000023819935,1,49,6,3.00,0
livelaughrowe.com,0.000023816528,1,20155,9933,4013.00,0
epson.com,0.000023814511,2,216918,1347851,1539037.00,2965
r-bloggers.com,0.000023812954,1,66959,77303,92378.00,0
paoladeflorentiis.it,0.00002380306,1,364451,891,824.00,0
orocahej.tk,0.000023787314,1,42,0,0.00,0
rjohns2t.ddns.net,0.000023785733,1,1098,12,4.00,0
fungamesarena.com,0.000023783408,1,40436,44460,23455.00,0
mhthemes.com,0.000023777811,1,22196,7022,15194.00,0
ustravel.org,0.000023777511,1,13395,9715,8562.00,0
teacherlists.com,0.000023777482,1,187229,90008,40474.00,0
acacamps.org,0.000023770315,1,43518,42558,88675.00,20
acel.com.sg,0.000023768396,1,47,0,0.00,0
247wallst.com,0.000023756887,1,178771,114455,124452.00,0
oregonlegislature.gov,0.000023755054,1,48408,46015,26269.00,0
betterexplained.com,0.000023751716,1,42815,99011,59150.00,0
milton-keynes.gov.uk,0.000023741492,1,11924,5101,213.00,0
comicbookproject.org,0.00002373541,1,131,30,15.00,0
cvvnumber.com,0.000023733435,1,5318,82839,176507.00,0
makinglemonadeblog.com,0.000023724373,1,41913,38616,26675.00,0
tantor.com,0.000023718361,1,23001,24681,29970.00,0
bobmarley.com,0.000023716013,1,9316,130916,79919.00,0
state.wy.us,0.000023712677,1,124545,123533,228727.00,0
sightwordsataglance.com,0.000023705974,1,27,0,0.00,0
ccard-generator.com,0.000023704917,1,7459,36415,93293.00,0
worldatlas.com,0.000023702012,5,1105358,6749350,2748210.00,0
themakeyourownzone.com,0.000023697185,1,39458,34727,24218.00,0
tretthankform.ml,0.000023692424,1,27,4,0.00,0
freeimages.com,0.000023691335,1,79628,90235,201791.00,0
iusd.org,0.000023691224,1,25617,149300,132880.00,0
pagebypagebooks.com,0.000023682172,1,12150,12653,13037.00,0
ejoy-english.com,0.000023676233,1,14656,4043,1715.00,0
ero.govt.nz,0.000023668097,1,9136,2914,296.00,0
stonegableblog.com,0.000023666527,1,46809,19940,13441.00,0
beamingnotes.com,0.000023665136,1,10066,13580,403.00,0
shakeout.org,0.000023655564,1,16284,17732,9184.00,0
runestone.academy,0.000023653985,1,34190,60328,82671.00,0
sonnettech.com,0.000023651593,1,19538,18706,14831.00,2
acolwell.blogspot.com,0.00002364746,1,15,0,0.00,0
leg.mn,0.000023643808,1,19802,16003,21472.00,0
tititudorancea.com,0.000023642722,1,27599,2948,249.00,0
carmelkalamboli.org,0.00002363506,1,60,18,0.00,0
rkrulue.tk,0.000023629655,1,38,9,0.00,0
thespanishexperiment.com,0.000023624525,1,32477,124238,151687.00,0
inglespc.com,0.000023620516,1,82,3,0.00,0
larchmontlibrary.org,0.000023605464,1,59053,69428,34313.00,0
math-play.com,0.000023602488,1,13862,72958,128286.00,0
englishatonce.com,0.000023602084,1,24,17,0.00,0
usfsa.org,0.000023601668,1,29352,54976,36677.00,0
png.cloud,0.000023598948,1,27850,1318,303.00,0
cyh.com,0.00002359157,1,282270,98443,110023.00,0
aecf.org,0.000023584498,1,15483,20907,27905.00,276
shethbooks.com,0.000023575214,1,441,105,0.00,0
katieleigh.wordpress.com,0.000023575212,1,1020,74,17.00,0
wvadulted.org,0.000023575209,1,560,1194,282.00,0
funpages.com,0.000023575205,1,219,578,718.00,0
baseballnotes.com,0.000023575201,1,198,381,7.00,0
acentral.education,0.000023575201,1,995,1150,359.00,0
nbatests.com,0.000023575198,1,930,346,143.00,0
onemustdash.com,0.000023575194,1,258,103,1.00,0
inspiredbykindergarten.blogspot.com,0.000023575167,1,169,17,0.00,0
thewonderingminstrels.blogspot.com,0.00002357515,1,186,100,2.00,0
newbhs.net,0.000023575136,1,580,1181,3425.00,0
homelearninginstitute.com,0.000023575132,1,255,278,521.00,0
secondsight.com,0.000023575127,1,1039,3419,7325.00,0
hermosoladyeuliza.wordpress.com,0.000023575069,1,81,93,147.00,0
alohaspain.com,0.00002357506,1,176,49,0.00,0
stfranciswakefield.com,0.000023575014,1,667,255,46.00,0
leedey.k12.ok.us,0.000023574989,1,235,330,108.00,0
poptopssportswear.com,0.000023574987,1,709,119,15.00,0
misterkipley.com,0.000023574949,1,226,185,419.00,0
teachnology.com,0.000023574936,1,481,42,27.00,0
lindakreft.com,0.000023574927,1,311,57,20.00,0
engrabic.com,0.000023574841,1,161,93,0.00,0
bonniekathryn.com,0.000023574798,1,277,281,57.00,0
miss-ink.com,0.000023574774,1,597,293,634.00,0
amichaele9c.ddns.net,0.000023574745,1,435,37,76.00,0
johaisohai.com,0.000023574714,1,85,132,45.00,0
jennifernwq134.ddns.net,0.000023574657,1,87,25,5.00,0
myenglish23.blogspot.com,0.000023574601,1,243,219,0.00,0
moosematerials.com,0.00002357457,1,582,142,48.00,0
k5architecture.org,0.000023574528,1,398,45,16.00,0
homeschoolmadesimple.com,0.000023574506,1,231,428,574.00,0
catskillet.com,0.000023574496,1,159,30,7.00,0
magemn.com,0.000023574485,1,347,75,8.00,0
tornado.readthedocs.io,0.000023574483,1,84,143,0.00,0
longwoodshakespeare.net,0.000023574385,1,136,76,62.00,0
onlinejobsteens.com,0.000023574357,1,237,48,119.00,0
writebonnierose.com,0.000023574343,1,780,61,13.00,0
tornadoweb.org,0.000023574255,1,4778,12558,8418.00,0
subtiliormusicengraving.com,0.000023574237,1,384,191,0.00,0
alaeditions.org,0.000023574228,1,354,55,12.00,0
education-connection.org,0.000023574186,1,821,528,943.00,0
lurkz.club,0.000023574186,1,2314,46,5.00,0
write101.com,0.000023574055,1,823,838,14.00,0
brandimageinstitute.com,0.000023573904,1,1063,72,0.00,0
tutors-international.com,0.000023573868,1,390,392,626.00,0
stanwoodeyeclinic.com,0.000023573866,1,211,117,18.00,0
imaginelayout.com,0.000023573863,1,1254,83,87.00,0
empire-skola.sk,0.000023573859,1,131,99,0.00,0
olsonzaltman.com,0.00002357377,1,318,491,9.00,0
localz.com,0.00002357363,1,302,286,24.00,0
krigline.com,0.000023573475,1,335,27,0.00,0
humph.org,0.00002357341,1,119,45,0.00,0
investinbrazil.co.uk,0.000023573337,1,102,31,2.00,0
stthomaswernethprimary.co.uk,0.00002357333,1,912,131,1.00,0
bigblogofteachingideas.com,0.000023573328,1,443,108,144.00,0
jamesdurran.blog,0.000023573328,1,310,38,0.00,0
legendedge.org,0.000023573091,1,294,193,0.00,0
scientificminds.com,0.00002357304,1,624,981,2487.00,0
flame.org,0.000023572875,1,865,53,23.00,0
annotate.net,0.00002357283,1,368,231,817.00,0
pdfreaders.org,0.000023572758,1,735,1424,2228.00,0
englishwithlee.com,0.000023572751,1,540,73,0.00,0
englishstreams.com,0.000023572646,1,226,138,11.00,0
misformonster.com,0.000023572575,1,463,254,425.00,0
educationalgamespot.blogspot.com,0.000023572504,1,215,94,133.00,0
appfa.org,0.00002357234,1,752,40,48.00,0
pqchc.com,0.000023572231,1,451,225,15.00,0
goldessayclub.com,0.000023572216,1,434,7,3.00,0
englishstorybooks.com,0.000023572165,1,236,107,4.00,0
advancedenglishediting.com,0.000023572107,1,317,307,1.00,0
katherinecowley.com,0.000023571905,1,514,239,18.00,0
anthonywaichulis.com,0.00002357178,1,360,225,225.00,0
rockintl.org,0.00002357155,1,129,160,67.00,0
geocachingstuff.com,0.000023571547,1,103,165,20.00,0
jpicforum.info,0.000023571258,1,211,88,8.00,0
yayscience.net,0.00002357122,1,171,57,3.00,0
empirebusinesses.com,0.000023571187,1,347,135,192.00,0
cmswork.info,0.00002357115,1,8714,4,3.00,0
agnitus.com,0.000023571005,1,453,515,137.00,0
languageconservancy.org,0.000023570974,1,468,220,62.00,0
juliocifuentes.cl,0.000023570821,1,366,20,1.00,0
popularpoetryforms.blogspot.com,0.000023570741,1,161,115,0.00,0
coniuno.com,0.000023570428,1,611,47,1.00,0
family.org.au,0.000023570383,1,428,407,3.00,0
ukstudycentre.co.uk,0.00002357032,1,228,83,0.00,0
seecstories.com,0.000023570252,1,575,66,33.00,0
chulitavinylclub.com,0.000023570221,1,622,428,55.00,0
cpl.asn.au,0.000023570012,1,418,74,236.00,0
truenorthamericorps.org,0.000023569824,1,218,80,30.00,0
campaignforcleanair.org,0.000023569653,1,245,60,0.00,0
writing-rag.com,0.000023569617,1,711,180,167.00,0
kinderleague.com,0.000023569604,1,195,58,12.00,0
woodcutters.org,0.000023569562,1,283,399,135.00,0
thewellloveland.com,0.000023569522,1,629,42,41.00,0
pvnplaura.ddns.net,0.000023569473,1,45,22,0.00,0
daitingchatsingles.blogspot.com,0.000023569311,1,280,404,120.00,0
paperkids.com.br,0.000023569093,1,164,23,0.00,0
familycircus.com,0.000023568846,1,505,1205,759.00,0
musicmustang.pw,0.000023568784,1,1449,154,85.00,0
gregpak.com,0.000023568726,1,763,337,319.00,0
anagrams.net,0.000023568531,1,2955,26,2.00,0
firstwordsproject.com,0.000023568191,1,599,508,106.00,0
helblinglanguages.com,0.000023568182,1,792,182,0.00,0
enrichmentstudies.com,0.00002356813,1,625,62,29.00,0
f-go.us,0.000023568064,1,696,390,13.00,0
teachertoolsonline.com,0.000023568055,1,584,1577,7243.00,0
everydaypublications.org,0.00002356802,1,120,61,1.00,0
thewriteconversation.blogspot.com,0.000023568013,1,994,140,243.00,0
onestopplannershop.com,0.000023567995,1,392,577,519.00,0
doctorsspeakup.com,0.000023567834,1,254,140,3.00,0
theprimarypost.com,0.000023567665,1,162,46,0.00,0
schoolnetsa.blogspot.com,0.000023567487,1,193,5,0.00,0
atticawriting.com,0.000023567418,1,270,45,1.00,0
enlightensc.org,0.000023567223,1,801,120,48.00,0
carrmanor.org.uk,0.000023566816,1,142,36,8.00,0
combeschpenchick.tk,0.000023566776,1,248,255,64.00,0
mrcollinson.ca,0.000023566643,1,407,210,0.00,0
200wordrpg.github.io,0.00002356656,1,704,597,331.00,0
happytango.com,0.000023566425,1,911,148,21.00,0
plantlovegrow.com,0.000023565997,1,591,207,122.00,0
esljigsaws.com,0.000023565979,1,216,25,0.00,0
eliteprivatetutors.com,0.000023565959,1,346,277,1716.00,0
cutt.us,0.000023565903,1,446,648,136.00,0
harleyseducational.com.au,0.000023565546,1,791,53,0.00,0
kidshopeaus.org.au,0.000023565302,1,464,152,89.00,0
ourworldirishaidawards.ie,0.000023565297,1,115,9,14.00,0
nanvel.name,0.000023565031,1,241,3,1.00,0
eventzeeapp.com,0.000023564868,1,417,392,717.00,0
keepingthemainthing.blogspot.com,0.000023564802,1,370,80,6.00,0
mainebluessociety.com,0.000023564498,1,289,30,0.00,0
jaycwolfe.com,0.000023564397,1,834,298,18.00,0
cutefreebies.com,0.000023564362,1,371,93,56.00,0
writingcity.com,0.000023563953,1,712,1517,3026.00,0
elkviewcamp.com,0.000023563682,1,1005,81,11.00,0
theinkbrain.wordpress.com,0.000023563593,1,705,164,34.00,0
holyspirit.ab.ca,0.00002356258,1,1060,1432,0.00,0
perfectessaysonline.com,0.000023562554,1,771,318,27.00,0
jundcoin.com,0.000023562521,1,228,17,0.00,0
montessoriprintshopusa.com,0.000023562096,1,988,110,174.00,0
feelpositive.wordpress.com,0.00002356208,1,122,57,0.00,0
mr-mont.com,0.000023562052,1,417,472,58.00,0
blessmybudget.com,0.00002356176,1,132,38,34.00,0
coregrammarforlawyers.com,0.000023561694,1,141,2257,14069.00,0
ccclearninghub.org,0.000023561573,1,452,3198,6469.00,0
dcwest.org,0.000023561404,1,2047,2209,2122.00,0
bwcs.k12.az.us,0.000023561282,1,919,565,65.00,0
englishproject.org,0.000023561137,1,1001,210,1.00,0
coolestfamilyontheblock.com,0.000023560882,1,398,301,11.00,0
webassign.net,0.00002356026,1,126503,497284,3238534.00,0
frompond.blogspot.com,0.00002356026,1,1020,413,105.00,0
seyhun.uz,0.000023560124,1,596,1122,20.00,0
tybeeislandmaritimeacademy.com,0.000023560078,1,420,347,104.00,0
shakespearemag.com,0.000023559276,1,1473,676,53.00,0
instawordz.com,0.000023558987,1,534,23149,31960.00,0
averyisd.net,0.000023558883,1,684,467,18.00,0
wisdomhomeschooling.com,0.000023557766,1,992,218,76.00,0
drvkvr.cf,0.000023556437,1,72,15,5.00,0
canr.msu.edu,0.000023556355,2,419261,395530,338042.00,0
canalmaroc.com,0.00002355622,1,439,7,13.00,0
codinghelmet.com,0.000023556066,1,1664,211,191.00,0
gov.ab.ca,0.000023555962,1,48211,17646,7907.00,0
elizabethrichards.com.au,0.000023555825,1,732,186,761.00,0
fctigers.org,0.000023555564,1,1405,1027,49.00,0
cometogetherkids.com,0.000023555189,1,1374,612,73.00,0
firstwords.ca,0.000023554341,1,1190,717,700.00,0
easysentences.com,0.000023554341,1,287,256,1.00,0
isamit.com,0.00002355426,1,816,692,269.00,0
family-holiday-newsletter-template.com,0.000023553974,1,151,2,2.00,0
claspprograms.org,0.000023553472,1,799,74,1.00,0
greelysand.com,0.000023553326,1,1313,1130,28.00,4
zapreader.com,0.00002355286,1,495,488,1276.00,0
getbuttonedup.com,0.000023552779,1,957,402,428.00,0
printablemasks.net,0.000023552779,1,354,612,321.00,0
eslfungames.com,0.000023552482,1,494,15,4.00,0
vianegativa.us,0.000023552457,1,1114,280,28.00,0
dcareaeducators4socialjustice.org,0.000023552431,1,1804,396,354.00,0
sparkatale.com,0.000023552013,1,129,183,0.00,0
readingacrosscurriculum.com,0.000023551702,1,51,107,0.00,0
literacytoday.ca,0.000023551307,1,660,165,131.00,0
maddynf.com,0.000023550472,1,26476,62,73.00,0
smartreading.org,0.000023550301,1,354,631,593.00,0
grammargeddon.com,0.000023550036,1,788,481,4.00,0
fairfieldprimary.co.uk,0.000023550021,1,86,30,0.00,0
spreadtheword.global,0.000023548837,1,694,3056,206.00,0
